#,공급사,과세/면세,담기,매입가,상품명(기본),상품코드,재입고알림,제조사,카테고리,판매가,품절여부,후기
93,패커스,과세,0,9900,얼음골 동치미 냉면육수 310ml 30팩 (박스 상품),2074,사용안함,,"050 : 식자재
050001 : 식자재 > 한식 식자재
050001003 : 식자재 > 한식 식자재 > 소스류",11800,정상,0
94,패커스,과세,0,22400,델라 빙수떡 220g 20개 (박스 상품),2073,사용안함,,"050 : 식자재
050005 : 식자재 > 카페 식재료
050005008 : 식자재 > 카페 식재료 > 빙수류
026 : NEW
026010 : NEW > 식자재
026010007 : NEW > 식자재 > 카페 식재료
026010007008 : NEW > 식자재 > 카페 식재료 > 빙수류",26000,정상,0
95,패커스,과세,0,27420,젠틀 렐리쉬 피클(파우치) 3kg 6팩 (박스 상품),2072,사용안함,,"050 : 식자재
050007 : 식자재 > 태국/베트남 식자재
050001 : 식자재 > 한식 식자재
050001009 : 식자재 > 한식 식자재 > 단무지
050004 : 식자재 > 양식 식자재",28900,정상,0
96,패커스,과세,0,81600,안주마을 너트믹스 1.5kg 6캔 (박스 상품),2071,사용안함,,"050 : 식자재
050001 : 식자재 > 한식 식자재
050001007 : 식자재 > 한식 식자재 > 캔류
050004 : 식자재 > 양식 식자재
050004003 : 식자재 > 양식 식자재 > 캔류/병류
026 : NEW
026010 : NEW > 식자재
026010001 : NEW > 식자재 > 한식 식자재
026010001007 : NEW > 식자재 > 한식 식자재 > 캔류
026010004 : NEW > 식자재 > 양식 식자재
026010004003 : NEW > 식자재 > 양식 식자재 > 캔류/병류",98600,정상,0
97,패커스,과세,0,115500,SYREN 샤프론 28.35g 1개 (낱개 상품),2069,사용안함,,"050 : 식자재
050006 : 식자재 > 향신료
050006001 : 식자재 > 향신료 > 파우더",127800,정상,0
98,패커스,과세,0,2820,르씨엘 레몬 후르츠 946ml 1개 (낱개 상품),2068,사용안함,,"050 : 식자재
050005 : 식자재 > 카페 식재료
050005002 : 식자재 > 카페 식재료 > 시럽류
026 : NEW
026010 : NEW > 식자재
026010007 : NEW > 식자재 > 카페 식재료
026010007002 : NEW > 식자재 > 카페 식재료 > 시럽류",3000,정상,0
99,패커스,과세,0,1120,엘막 레몬쥬스(5배농축) 200ml 1개 (낱개 상품),2067,사용안함,,"050 : 식자재
050005 : 식자재 > 카페 식재료
050005002 : 식자재 > 카페 식재료 > 시럽류
026 : NEW
026010 : NEW > 식자재
026010007 : NEW > 식자재 > 카페 식재료
026010007002 : NEW > 식자재 > 카페 식재료 > 시럽류",1210,정상,0
100,다인컴즈,과세,0,0,스티커 원형 1탄 18종 65파이(대) 모음,2066,사용안함,,"051015010 : 스티커 제작 > 원형 스티커 > 원형 #1탄 18종
051015012 : 스티커 제작 > 원형 스티커 > 원형스티커 40·55·65Ø
051 : 스티커 제작
051015 : 스티커 제작 > 원형 스티커",18000,정상,0
101,다인컴즈,과세,0,0,스티커 원형 1탄 18종 55파이(중) 모음,2065,사용안함,,"051015010 : 스티커 제작 > 원형 스티커 > 원형 #1탄 18종
051015012 : 스티커 제작 > 원형 스티커 > 원형스티커 40·55·65Ø
051 : 스티커 제작
051015 : 스티커 제작 > 원형 스티커",16500,정상,0
102,다인컴즈,과세,0,0,스티커 원형 1탄 18종 40파이(소) 모음,2064,사용안함,,"051015010 : 스티커 제작 > 원형 스티커 > 원형 #1탄 18종
051015012 : 스티커 제작 > 원형 스티커 > 원형스티커 40·55·65Ø
051 : 스티커 제작
051015 : 스티커 제작 > 원형 스티커",15000,정상,0
103,다인컴즈,과세,1,0,"스티커 원형 1탄 #6 뜨거워요,핫 40(소) 55(중) 65(대)",2063,사용안함,,"051015010 : 스티커 제작 > 원형 스티커 > 원형 #1탄 18종
051015012 : 스티커 제작 > 원형 스티커 > 원형스티커 40·55·65Ø
051 : 스티커 제작
051015 : 스티커 제작 > 원형 스티커",15000,정상,0
104,다인컴즈,과세,0,0,스티커 원형 1탄 #5 죄송합니다 40(소) 55(중) 65(대),2062,사용안함,,"051015010 : 스티커 제작 > 원형 스티커 > 원형 #1탄 18종
051015012 : 스티커 제작 > 원형 스티커 > 원형스티커 40·55·65Ø
051 : 스티커 제작
051015 : 스티커 제작 > 원형 스티커",15000,정상,0
105,다인컴즈,과세,5,0,"스티커 원형 1탄 #4 서비스,공짜 40(소) 55(중) 65(대)",2061,사용안함,,"051015010 : 스티커 제작 > 원형 스티커 > 원형 #1탄 18종
051015012 : 스티커 제작 > 원형 스티커 > 원형스티커 40·55·65Ø
051 : 스티커 제작
051015 : 스티커 제작 > 원형 스티커",15000,정상,0
106,다인컴즈,과세,0,0,스티커 원형 1탄 #3 맛있게드세요 40(소) 55(중) 65(대),2060,사용안함,,"051015010 : 스티커 제작 > 원형 스티커 > 원형 #1탄 18종
051015012 : 스티커 제작 > 원형 스티커 > 원형스티커 40·55·65Ø
051 : 스티커 제작
051015 : 스티커 제작 > 원형 스티커",15000,정상,0
107,다인컴즈,과세,2,0,스티커 원형 1탄 #2 리뷰작성 40(소) 55(중) 65(대),2059,사용안함,,"051015010 : 스티커 제작 > 원형 스티커 > 원형 #1탄 18종
051015012 : 스티커 제작 > 원형 스티커 > 원형스티커 40·55·65Ø
051 : 스티커 제작
051015 : 스티커 제작 > 원형 스티커",15000,정상,0
108,다인컴즈,과세,5,0,스티커 원형 1탄 #1 감사합니다 40(소) 55(중) 65(대),2058,사용안함,,"051015010 : 스티커 제작 > 원형 스티커 > 원형 #1탄 18종
051015012 : 스티커 제작 > 원형 스티커 > 원형스티커 40·55·65Ø
051 : 스티커 제작
051015 : 스티커 제작 > 원형 스티커",15000,정상,0
109,패커스,과세,0,33600,디벨라 페투치네 500g 24개 (박스 상품),2057,사용안함,,"050 : 식자재
050004 : 식자재 > 양식 식자재
050004001 : 식자재 > 양식 식자재 > 면류
026 : NEW
026010 : NEW > 식자재
026010004 : NEW > 식자재 > 양식 식자재
026010004001 : NEW > 식자재 > 양식 식자재 > 면류",35400,정상,0
110,패커스,과세,0,79200,디벨라 깐넬로니 250g 24개 (박스 상품),2056,사용안함,,"050 : 식자재
050004 : 식자재 > 양식 식자재
050004004 : 식자재 > 양식 식자재 > 과자류
026 : NEW
026010 : NEW > 식자재
026010004 : NEW > 식자재 > 양식 식자재
026010004004 : NEW > 식자재 > 양식 식자재 > 과자류",95800,정상,0
111,패커스,과세,0,60000,디벨라 세미 디 시코리아 500g 24개 (박스 상품),2055,사용안함,,"050 : 식자재
050004 : 식자재 > 양식 식자재
050004001 : 식자재 > 양식 식자재 > 면류
026 : NEW
026010 : NEW > 식자재
026010004 : NEW > 식자재 > 양식 식자재
026010004001 : NEW > 식자재 > 양식 식자재 > 면류",83100,정상,0
112,패커스,과세,0,25080,디벨라 홀 토마토 통조림 2.5kg 6캔 (박스 상품),2054,사용안함,,"050 : 식자재
050004 : 식자재 > 양식 식자재
050004003 : 식자재 > 양식 식자재 > 캔류/병류
026 : NEW
026010 : NEW > 식자재
026010004 : NEW > 식자재 > 양식 식자재
026010004003 : NEW > 식자재 > 양식 식자재 > 캔류/병류",26400,정상,0
113,패커스,과세,0,96000,칸나멜라 핑크 히말라야 소금 590g 6개 (박스 상품),2053,사용안함,,"050 : 식자재
050004 : 식자재 > 양식 식자재
050004005 : 식자재 > 양식 식자재 > 가루류",110600,정상,0
114,패커스,과세,0,39760,디벨라 렌틸스 400g 24개 (박스 상품),2052,사용안함,,"050 : 식자재
050004 : 식자재 > 양식 식자재
050004003 : 식자재 > 양식 식자재 > 캔류/병류
026 : NEW
026010 : NEW > 식자재
026010004 : NEW > 식자재 > 양식 식자재
026010004003 : NEW > 식자재 > 양식 식자재 > 캔류/병류",37800,정상,0
115,패커스,과세,0,35520,디벨라 칙피스 400g 24개 (박스 상품),2051,사용안함,,"050 : 식자재
050004 : 식자재 > 양식 식자재
050004003 : 식자재 > 양식 식자재 > 캔류/병류
026 : NEW
026010 : NEW > 식자재
026010004 : NEW > 식자재 > 양식 식자재
026010004003 : NEW > 식자재 > 양식 식자재 > 캔류/병류",37400,정상,0
116,패커스,과세,0,37200,디벨라 버터빈스 400g 24개 (박스 상품),2050,사용안함,,"050 : 식자재
050004 : 식자재 > 양식 식자재
050004003 : 식자재 > 양식 식자재 > 캔류/병류
026 : NEW
026010 : NEW > 식자재
026010004 : NEW > 식자재 > 양식 식자재
026010004003 : NEW > 식자재 > 양식 식자재 > 캔류/병류",39600,정상,0
117,패커스,과세,0,58380,디벨라 바질페스토 500g 6개 (박스 상품),2049,사용안함,,"050 : 식자재
050004 : 식자재 > 양식 식자재
050004002 : 식자재 > 양식 식자재 > 소스류
026 : NEW
026010 : NEW > 식자재
026010004 : NEW > 식자재 > 양식 식자재
026010004002 : NEW > 식자재 > 양식 식자재 > 소스류",67500,정상,0
118,패커스,과세,0,57000,디벨라 제노베제페스토 190g 12개 (박스 상품),2048,사용안함,,"050 : 식자재
050004 : 식자재 > 양식 식자재
050004002 : 식자재 > 양식 식자재 > 소스류
026 : NEW
026010 : NEW > 식자재
026010004 : NEW > 식자재 > 양식 식자재
026010004002 : NEW > 식자재 > 양식 식자재 > 소스류",63800,정상,0
119,패커스,과세,0,112300,디벨라 엑스트라버진 올리브유 500ml 12개 (박스상품),2047,사용안함,,"026 : NEW
026010 : NEW > 식자재
026010004 : NEW > 식자재 > 양식 식자재
026010004006 : NEW > 식자재 > 양식 식자재 > 식용유지",112300,정상,0
120,패커스,과세,0,34200,디벨라 토마토 퓨레 루스티카 680g 12개 (박스 상품),2046,사용안함,,"050 : 식자재
050004 : 식자재 > 양식 식자재
050004002 : 식자재 > 양식 식자재 > 소스류
026 : NEW
026010 : NEW > 식자재
026010004 : NEW > 식자재 > 양식 식자재
026010004002 : NEW > 식자재 > 양식 식자재 > 소스류",36000,정상,0
121,패커스,과세,0,27360,디벨라 링귀네 500g 24개 (박스 상품),2045,사용안함,,"050 : 식자재
050004 : 식자재 > 양식 식자재
050004001 : 식자재 > 양식 식자재 > 면류
026 : NEW
026010 : NEW > 식자재
026010004 : NEW > 식자재 > 양식 식자재
026010004001 : NEW > 식자재 > 양식 식자재 > 면류",30200,정상,0
122,패커스,과세,0,17880,디벨라 리가토니 500g 12개 (박스 상품),2044,사용안함,,"050 : 식자재
050004 : 식자재 > 양식 식자재
050004001 : 식자재 > 양식 식자재 > 면류
026 : NEW
026010 : NEW > 식자재
026010004 : NEW > 식자재 > 양식 식자재
026010004001 : NEW > 식자재 > 양식 식자재 > 면류",18900,정상,0
123,패커스,과세,0,33000,디벨라 스파게티니 5kg 3개 (박스 상품),2043,사용안함,,"050 : 식자재
050004 : 식자재 > 양식 식자재
050004001 : 식자재 > 양식 식자재 > 면류
026 : NEW
026010 : NEW > 식자재
026010004 : NEW > 식자재 > 양식 식자재
026010004001 : NEW > 식자재 > 양식 식자재 > 면류",38900,정상,0
124,패커스,과세,0,58080,디벨라 푸질리 500g 24개 (박스 상품),2042,사용안함,,"050 : 식자재
050004 : 식자재 > 양식 식자재
050004001 : 식자재 > 양식 식자재 > 면류
026 : NEW
026010 : NEW > 식자재
026010004 : NEW > 식자재 > 양식 식자재
026010004001 : NEW > 식자재 > 양식 식자재 > 면류",37700,정상,0
125,패커스,과세,0,26400,디벨라 쿠스쿠스 500g 12개 (박스 상품),2041,사용안함,,"050 : 식자재
050004 : 식자재 > 양식 식자재
050004005 : 식자재 > 양식 식자재 > 가루류
026 : NEW
026010 : NEW > 식자재
026010004 : NEW > 식자재 > 양식 식자재
026010004005 : NEW > 식자재 > 양식 식자재 > 가루류",27800,정상,0
126,패커스,과세,0,30800,디벨라 세몰리나 듀럼밀 1kg 10개 (박스 상품),2040,사용안함,,"050 : 식자재
050004 : 식자재 > 양식 식자재
050004005 : 식자재 > 양식 식자재 > 가루류
026 : NEW
026010 : NEW > 식자재
026010004 : NEW > 식자재 > 양식 식자재
026010004005 : NEW > 식자재 > 양식 식자재 > 가루류",32500,정상,0
127,패커스,과세,0,39600,디벨라 라자냐 500g 12개 (박스 상품),2039,사용안함,,"050 : 식자재
050004 : 식자재 > 양식 식자재
050004001 : 식자재 > 양식 식자재 > 면류
026 : NEW
026010 : NEW > 식자재
026010004 : NEW > 식자재 > 양식 식자재
026010004001 : NEW > 식자재 > 양식 식자재 > 면류",41700,정상,0
128,패커스,과세,0,51750,디벨라 사보이아르디 400g 15개 (박스 상품),2038,사용안함,,"050 : 식자재
050004 : 식자재 > 양식 식자재
050004004 : 식자재 > 양식 식자재 > 과자류
026 : NEW
026010 : NEW > 식자재
026010004 : NEW > 식자재 > 양식 식자재
026010004004 : NEW > 식자재 > 양식 식자재 > 과자류",60200,정상,0
129,패커스,과세,0,42600,디벨라 콘킬리오니 500g 12개 (박스 상품),2037,사용안함,,"050 : 식자재
050004 : 식자재 > 양식 식자재
050004001 : 식자재 > 양식 식자재 > 면류
026 : NEW
026010 : NEW > 식자재
026010004 : NEW > 식자재 > 양식 식자재
026010004001 : NEW > 식자재 > 양식 식자재 > 면류",48600,정상,0
130,패커스,과세,0,66880,디벨라 폴렌타 500g 16개 (박스 상품),2036,사용안함,,"050 : 식자재
050004 : 식자재 > 양식 식자재
050004001 : 식자재 > 양식 식자재 > 면류
026 : NEW
026010 : NEW > 식자재
026010004 : NEW > 식자재 > 양식 식자재
026010004001 : NEW > 식자재 > 양식 식자재 > 면류",74100,정상,0
131,패커스,과세,0,84000,디벨라 마팔디네 500g 24개 (박스 상품),2035,사용안함,,"050 : 식자재
050004 : 식자재 > 양식 식자재
050004001 : 식자재 > 양식 식자재 > 면류
026 : NEW
026010 : NEW > 식자재
026010004 : NEW > 식자재 > 양식 식자재
026010004001 : NEW > 식자재 > 양식 식자재 > 면류",96900,정상,0
132,패커스,과세,0,54720,디벨라 삼색 스파게티 토마토 시금치 500g 24개 (박스 상품),2034,사용안함,,"050 : 식자재
050004 : 식자재 > 양식 식자재
050004001 : 식자재 > 양식 식자재 > 면류
026 : NEW
026010 : NEW > 식자재
026010004 : NEW > 식자재 > 양식 식자재
026010004001 : NEW > 식자재 > 양식 식자재 > 면류",65900,정상,0
133,패커스,과세,0,69600,디벨라 통밀 스파게티 500g 24개 (박스 상품),2033,사용안함,,"050 : 식자재
050004 : 식자재 > 양식 식자재
050004001 : 식자재 > 양식 식자재 > 면류
026 : NEW
026010 : NEW > 식자재
026010004 : NEW > 식자재 > 양식 식자재
026010004001 : NEW > 식자재 > 양식 식자재 > 면류",88700,정상,0
134,패커스,과세,0,22800,디벨라 스파게티 500g 24개 (박스 상품),2032,사용안함,,"050 : 식자재
050004 : 식자재 > 양식 식자재
050004001 : 식자재 > 양식 식자재 > 면류
026 : NEW
026010 : NEW > 식자재
026010004 : NEW > 식자재 > 양식 식자재
026010004001 : NEW > 식자재 > 양식 식자재 > 면류",24000,정상,0
135,패커스,과세,0,22800,디벨라 스파게티니 500g 24개 (박스 상품),2031,사용안함,,"050 : 식자재
050004 : 식자재 > 양식 식자재
050004001 : 식자재 > 양식 식자재 > 면류
026 : NEW
026010 : NEW > 식자재
026010004 : NEW > 식자재 > 양식 식자재
026010004001 : NEW > 식자재 > 양식 식자재 > 면류",24000,정상,0
136,패커스,과세,0,47520,디벨라 부까띠니 500g 24개 (박스 상품),2030,사용안함,,"050 : 식자재
050004 : 식자재 > 양식 식자재
050004001 : 식자재 > 양식 식자재 > 면류
026 : NEW
026010 : NEW > 식자재
026010004 : NEW > 식자재 > 양식 식자재
026010004001 : NEW > 식자재 > 양식 식자재 > 면류",53800,정상,0
137,패커스,과세,0,33360,디벨라 펜네 지티 리가떼 500g 24개 (박스 상품),2029,사용안함,,"050 : 식자재
050004 : 식자재 > 양식 식자재
050004001 : 식자재 > 양식 식자재 > 면류
026 : NEW
026010 : NEW > 식자재
026010004 : NEW > 식자재 > 양식 식자재
026010004001 : NEW > 식자재 > 양식 식자재 > 면류",37200,정상,0
138,패커스,과세,0,61200,디벨라 카세레체 500g 24개 (박스 상품),2028,사용안함,,"050 : 식자재
050004 : 식자재 > 양식 식자재
050004001 : 식자재 > 양식 식자재 > 면류
026 : NEW
026010 : NEW > 식자재
026010004 : NEW > 식자재 > 양식 식자재
026010004001 : NEW > 식자재 > 양식 식자재 > 면류",70400,정상,0
139,패커스,과세,0,55920,디벨라 삼색 팬네 토마토 시금치 500g 24개 (박스 상품),2027,사용안함,,"050 : 식자재
050004 : 식자재 > 양식 식자재
050004001 : 식자재 > 양식 식자재 > 면류
026 : NEW
026010 : NEW > 식자재
026010004 : NEW > 식자재 > 양식 식자재
026010004001 : NEW > 식자재 > 양식 식자재 > 면류",68700,정상,0
140,패커스,과세,0,65280,디벨라 오레끼에떼 500g 24개 (박스 상품),2026,사용안함,,"050 : 식자재
050004 : 식자재 > 양식 식자재
050004001 : 식자재 > 양식 식자재 > 면류
026 : NEW
026010 : NEW > 식자재
026010004 : NEW > 식자재 > 양식 식자재
026010004001 : NEW > 식자재 > 양식 식자재 > 면류",80700,정상,0
141,패커스,과세,0,26960,디벨라 토페 500g 24개 (박스 상품),2025,사용안함,,"050 : 식자재
050004 : 식자재 > 양식 식자재
050004001 : 식자재 > 양식 식자재 > 면류
026 : NEW
026010 : NEW > 식자재
026010004 : NEW > 식자재 > 양식 식자재
026010004001 : NEW > 식자재 > 양식 식자재 > 면류",46900,정상,0
